"Date","Price","Open","High","Low","Vol.","Change %"
"07/04/2023","23,100","23,150","23,250","23,050","2.44M","0.22%"
"07/03/2023","23,050","23,325","23,375","22,825","6.56M","-0.97%"
"06/27/2023","23,275","23,275","23,325","23,125","2.04M","0.00%"
"06/26/2023","23,275","23,400","23,425","23,075","2.46M","-0.43%"
"06/23/2023","23,375","23,525","23,675","23,150","3.45M","-0.64%"
"06/22/2023","23,525","23,500","23,775","23,350","6.07M","0.75%"
"06/21/2023","23,350","23,175","23,375","23,000","4.01M","0.97%"
"06/20/2023","23,125","23,200","23,225","22,950","3.89M","-0.11%"
"06/19/2023","23,150","22,950","23,150","22,725","4.85M","1.09%"
"06/16/2023","22,900","23,325","23,550","22,900","15.06M","-1.08%"
"06/15/2023","23,150","23,150","23,225","22,925","5.02M","0.76%"
"06/14/2023","22,975","23,100","23,225","22,975","4.61M","0.00%"
"06/13/2023","22,975","23,600","23,600","22,925","6.05M","-2.34%"
"06/12/2023","23,525","23,100","23,525","23,075","5.62M","1.95%"
"06/09/2023","23,075","23,700","23,775","22,825","6.89M","-1.07%"
"06/08/2023","23,325","23,150","23,325","23,000","4.43M","2.08%"
"06/07/2023","22,850","23,050","23,125","22,775","4.81M","-1.51%"
"06/06/2023","23,200","23,225","23,350","22,875","6.33M","1.53%"
"06/05/2023","22,850","22,525","23,475","22,525","10.09M","2.81%"
"05/31/2023","22,225","22,325","22,800","22,200","34.05M","-1.22%"
"05/30/2023","22,500","22,800","23,000","22,500","7.38M","-1.64%"
"05/29/2023","22,875","23,100","23,400","22,625","5.67M","-0.87%"
"05/26/2023","23,075","23,475","23,525","23,000","6.01M","-1.81%"
"05/25/2023","23,500","24,500","24,500","23,500","7.93M","-4.47%"
"05/24/2023","24,600","24,500","24,675","24,300","3.96M","0.41%"
"05/23/2023","24,500","24,050","24,800","24,050","6.78M","2.62%"
"05/22/2023","23,875","23,525","24,275","23,525","7.11M","2.47%"
"05/19/2023","23,300","24,025","24,525","23,300","13.07M","-3.02%"
"05/17/2023","24,025","24,425","24,700","24,025","6.45M","-1.74%"
"05/16/2023","24,450","24,500","24,675","24,450","4.42M","-0.20%"
"05/15/2023","24,500","24,800","25,000","24,450","6.01M","-1.21%"
"05/12/2023","24,800","24,775","25,225","24,675","3.66M","-0.10%"
"05/11/2023","24,825","25,175","25,175","24,675","5.85M","-1.78%"
"05/10/2023","25,275","25,350","25,500","25,250","5.58M","0.00%"
"05/09/2023","25,275","25,025","25,400","25,025","6.01M","1.10%"
"05/08/2023","25,000","24,175","25,200","24,100","12.21M","3.52%"
"05/05/2023","24,150","24,400","24,400","23,975","9.74M","-1.43%"
"05/04/2023","24,500","24,900","24,975","24,500","18.41M","-2.10%"
"05/03/2023","25,025","25,025","25,025","25,025","8.56M","-6.97%"
"05/02/2023","26,900","26,900","26,900","26,900","1.53M","-6.92%"
"04/28/2023","28,900","28,900","28,900","28,900","1.80M","-7.00%"
"04/27/2023","31,075","31,400","31,400","31,000","22.49M","-1.04%"
"04/26/2023","31,400","31,200","31,500","31,200","15.62M","1.05%"
"04/18/2023","31,075","30,650","31,250","30,650","9.07M","1.89%"
"04/17/2023","30,500","30,300","31,125","30,300","7.24M","0.91%"
"04/14/2023","30,225","31,000","31,150","30,225","8.52M","-2.66%"
"04/13/2023","31,050","31,400","31,500","31,050","8.28M","-0.64%"
"04/12/2023","31,250","30,600","31,700","30,200","14.38M","2.80%"
"04/11/2023","30,400","30,250","30,800","30,025","6.50M","0.66%"
"04/10/2023","30,200","30,000","30,200","29,800","3.90M","1.34%"
"04/06/2023","29,800","30,000","30,075","29,725","4.28M","0.00%"
"04/05/2023","29,800","29,475","30,125","29,325","6.64M","0.59%"
"04/04/2023","29,625","29,100","29,700","29,025","7.03M","2.69%"
"04/03/2023","28,850","29,150","29,350","28,800","3.55M","-0.86%"
"03/31/2023","29,100","29,000","29,100","28,700","5.49M","0.43%"
"03/30/2023","28,975","29,000","29,425","28,975","4.84M","-0.52%"
"03/29/2023","29,125","28,750","29,450","28,700","9.46M","1.92%"
"03/28/2023","28,575","27,825","28,650","27,700","8.78M","2.79%"
"03/27/2023","27,800","27,825","28,200","27,675","4.88M","0.45%"
"03/24/2023","27,675","27,875","28,225","27,525","9.24M","0.73%"
"03/21/2023","27,475","27,725","27,775","27,450","2.49M","-0.81%"
"03/20/2023","27,700","28,250","28,275","27,425","4.40M","-2.64%"
"03/17/2023","28,450","27,000","28,450","27,000","15.49M","5.66%"
"03/16/2023","26,925","26,900","27,300","26,475","4.78M","-1.19%"
"03/15/2023","27,250","27,700","27,700","27,225","5.15M","0.55%"
"03/14/2023","27,100","28,025","28,025","27,100","6.12M","-3.47%"
"03/13/2023","28,075","27,300","28,175","27,125","8.86M","4.66%"
"03/10/2023","26,825","27,000","27,150","26,600","3.73M","-0.74%"
"03/09/2023","27,025","26,825","27,425","26,600","5.55M","2.37%"
"03/08/2023","26,400","26,725","26,875","26,200","7.05M","-1.58%"
"03/07/2023","26,825","27,650","27,675","26,800","7.01M","-2.98%"
"03/06/2023","27,650","28,175","28,275","27,650","4.07M","-1.69%"
"03/03/2023","28,125","28,375","28,475","28,000","3.93M","-0.71%"
"03/02/2023","28,325","27,700","28,450","27,650","5.36M","2.72%"
"03/01/2023","27,575","28,050","28,350","27,550","6.65M","-1.16%"
"02/28/2023","27,900","29,200","30,150","27,750","29.88M","10.82%"
"02/27/2023","25,175","25,025","25,200","24,900","2.44M","0.90%"
"02/24/2023","24,950","24,900","25,200","24,800","3.34M","1.01%"
"02/23/2023","24,700","24,475","24,900","24,375","3.32M","1.54%"
"02/22/2023","24,325","24,250","24,400","24,050","1.99M","1.35%"
"02/21/2023","24,000","24,300","24,400","24,000","1.75M","-1.23%"
"02/20/2023","24,300","24,525","24,525","24,000","4.02M","-1.32%"
"02/17/2023","24,625","24,575","24,650","24,350","1.78M","-0.10%"
"02/16/2023","24,650","24,900","24,975","24,550","1.59M","-0.90%"
"02/15/2023","24,875","24,775","25,200","24,525","3.71M","0.51%"
"02/14/2023","24,750","24,650","24,750","24,450","2.54M","0.51%"
"02/13/2023","24,625","24,800","24,875","24,450","2.95M","0.51%"
"02/10/2023","24,500","24,225","24,600","24,200","6.88M","0.00%"
"02/09/2023","24,500","24,575","24,925","24,500","3.39M","-1.21%"
"02/08/2023","24,800","25,100","25,275","24,650","4.41M","-0.40%"
"02/07/2023","24,900","24,425","25,375","24,300","10.44M","4.08%"
"02/06/2023","23,925","24,000","24,225","23,800","6.16M","-0.31%"
"02/03/2023","24,000","24,175","24,350","23,950","6.15M","-0.41%"
"02/02/2023","24,100","24,725","25,000","24,100","7.38M","-2.53%"
"02/01/2023","24,725","24,600","25,025","24,575","3.15M","0.71%"
"01/31/2023","24,550","25,200","25,350","24,550","7.49M","-2.77%"
"01/30/2023","25,250","25,275","25,775","24,950","5.56M","-1.27%"
"01/27/2023","25,575","25,275","25,800","25,275","5.71M","1.29%"
"01/26/2023","25,250","25,900","25,900","25,250","6.39M","-3.07%"
"01/25/2023","26,050","26,125","26,125","25,725","2.51M","-0.29%"
"01/24/2023","26,125","26,775","26,925","26,025","2.46M","-2.43%"
"01/20/2023","26,775","26,350","26,775","25,950","6.15M","2.00%"
"01/19/2023","26,250","24,650","26,275","24,600","6.86M","6.06%"
"01/18/2023","24,750","24,300","24,750","24,275","5.61M","1.75%"
"01/17/2023","24,325","24,225","24,600","24,225","6.14M","0.41%"
"01/16/2023","24,225","24,175","24,350","24,100","2.96M","0.31%"
"01/13/2023","24,150","25,000","25,025","24,025","5.72M","-3.21%"
"01/12/2023","24,950","24,900","25,125","24,800","3.64M","-0.50%"
"01/11/2023","25,075","24,725","25,075","24,400","4.52M","0.50%"
"01/10/2023","24,950","24,575","25,250","24,300","4.51M","1.01%"
"01/09/2023","24,700","25,000","25,200","24,275","4.61M","-1.10%"
"01/06/2023","24,975","24,825","25,200","24,500","3.66M","1.22%"
"01/05/2023","24,675","24,025","24,900","23,600","10.80M","2.17%"
"01/04/2023","24,150","25,900","26,000","24,150","8.14M","-6.76%"
"01/03/2023","25,900","25,850","26,000","25,700","2.22M","0.39%"
"01/02/2023","25,800","26,100","26,150","25,800","1.48M","-1.05%"
"12/30/2022","26,075","26,275","26,400","26,075","2.53M","-0.76%"
"12/29/2022","26,275","26,125","26,350","25,675","2.88M","0.38%"
"12/28/2022","26,175","26,625","26,700","26,025","3.55M","-1.69%"
"12/27/2022","26,625","26,400","26,850","26,375","2.21M","0.85%"
"12/26/2022","26,400","26,900","26,900","26,375","1.73M","-1.77%"
"12/23/2022","26,875","27,000","27,000","26,625","1.20M","-0.46%"
"12/22/2022","27,000","26,750","27,000","26,450","2.48M","1.41%"
"12/21/2022","26,625","26,625","26,850","26,425","1.63M","-0.09%"
"12/20/2022","26,650","26,850","27,025","26,400","3.27M","-0.74%"
"12/19/2022","26,850","26,300","26,850","26,300","6.07M","1.13%"
"12/16/2022","26,550","26,475","26,775","26,250","6.48M","0.09%"
"12/15/2022","26,525","26,775","26,800","26,525","3.33M","-1.21%"
"12/14/2022","26,850","26,825","27,350","26,825","5.43M","0.09%"
"12/13/2022","26,825","26,850","27,125","26,600","4.25M","-0.19%"
"12/12/2022","26,875","26,125","26,925","26,025","7.15M","2.87%"
"12/09/2022","26,125","27,025","27,175","26,125","14.51M","-4.30%"
"12/08/2022","27,300","27,900","28,025","27,025","8.75M","-2.67%"
"12/07/2022","28,050","28,125","28,650","27,525","9.51M","-0.18%"
"12/06/2022","28,100","28,500","28,625","27,900","7.27M","-1.40%"
"12/05/2022","28,500","29,225","29,500","28,500","6.45M","-2.48%"
"12/02/2022","29,225","30,600","30,600","29,225","6.11M","-4.73%"
"12/01/2022","30,675","31,000","31,175","30,525","5.15M","-0.41%"
"11/30/2022","30,800","30,700","31,250","30,450","8.45M","0.33%"
"11/29/2022","30,700","29,750","30,825","29,750","5.00M","3.19%"
"11/28/2022","29,750","29,775","30,025","29,675","2.97M","-0.34%"
"11/25/2022","29,850","29,950","30,000","29,500","2.50M","-0.42%"
"11/24/2022","29,975","29,725","30,100","29,725","2.81M","1.18%"
"11/23/2022","29,625","29,050","29,950","29,050","7.03M","2.33%"
"11/22/2022","28,950","28,800","29,200","28,800","4.74M","0.52%"
"11/21/2022","28,800","29,100","29,275","28,675","3.63M","0.00%"
"11/18/2022","28,800","28,500","29,050","28,325","2.95M","0.61%"
"11/17/2022","28,625","28,500","28,700","28,150","3.09M","-0.43%"
"11/16/2022","28,750","28,700","28,800","28,300","7.09M","0.35%"
"11/15/2022","28,650","28,125","28,775","28,125","5.42M","-0.17%"
"11/14/2022","28,700","29,000","29,200","28,500","6.65M","-1.03%"
"11/11/2022","29,000","29,500","29,750","29,000","6.48M","-1.36%"
"11/10/2022","29,400","30,550","30,550","29,300","8.45M","-5.16%"
"11/09/2022","31,000","31,150","31,150","30,575","4.64M","-0.56%"
"11/08/2022","31,175","31,275","31,275","30,800","4.95M","-0.32%"
"11/07/2022","31,275","31,225","31,275","30,700","3.01M","0.00%"
"11/04/2022","31,275","31,000","31,275","30,400","3.27M","0.89%"
"11/03/2022","31,000","30,675","31,000","30,150","3.09M","0.98%"
"11/02/2022","30,700","31,200","31,350","30,325","7.34M","-2.38%"
"11/01/2022","31,450","32,400","32,700","31,400","7.31M","-2.63%"
"10/31/2022","32,300","32,275","32,750","32,100","6.76M","0.16%"
"10/28/2022","32,250","32,800","32,975","32,150","3.06M","-1.53%"
"10/27/2022","32,750","33,200","33,725","32,750","5.06M","-1.36%"
"10/26/2022","33,200","32,625","33,200","32,525","6.72M","3.75%"
"10/25/2022","32,000","32,400","32,750","31,875","5.56M","-1.16%"
"10/24/2022","32,375","32,000","32,725","32,000","4.01M","1.17%"
"10/21/2022","32,000","31,900","32,525","31,900","5.12M","0.55%"
"10/20/2022","31,825","31,850","32,050","31,600","6.90M","0.08%"
"10/19/2022","31,800","31,700","32,075","31,500","4.17M","-0.63%"
"10/18/2022","32,000","32,725","32,850","32,000","6.19M","-2.74%"
"10/17/2022","32,900","33,600","33,600","32,550","4.61M","-2.52%"
"10/14/2022","33,750","32,350","33,750","32,350","8.19M","4.81%"
"10/13/2022","32,200","32,425","32,500","32,000","2.04M","-0.46%"
"10/12/2022","32,350","32,300","32,600","31,400","9.73M","0.47%"
"10/11/2022","32,200","32,300","32,600","32,050","4.92M","-0.31%"
"10/10/2022","32,300","32,700","32,700","32,000","4.27M","-2.12%"
"10/07/2022","33,000","32,950","33,175","32,700","2.08M","0.46%"
"10/06/2022","32,850","33,375","33,600","32,800","3.05M","-0.68%"
"10/05/2022","33,075","33,125","34,000","33,075","5.00M","-2.14%"
"10/04/2022","33,800","33,300","34,100","33,300","7.79M","2.42%"
"10/03/2022","33,000","32,825","33,200","32,675","7.30M","0.53%"
"09/30/2022","32,825","32,875","33,100","32,575","8.21M","-0.91%"
"09/29/2022","33,125","33,000","33,750","32,800","7.55M","0.38%"
"09/28/2022","33,000","33,400","33,725","33,000","8.20M","-1.20%"
"09/27/2022","33,400","33,300","33,650","33,075","5.90M","0.30%"
"09/26/2022","33,300","33,300","33,325","32,000","9.86M","-2.06%"
"09/23/2022","34,000","35,000","35,000","34,000","5.78M","-3.13%"
"09/22/2022","35,100","34,200","35,100","33,925","3.57M","2.26%"
"09/21/2022","34,325","34,000","34,450","33,425","3.05M","0.51%"
"09/20/2022","34,150","34,575","34,950","34,000","2.33M","-0.44%"
"09/19/2022","34,300","34,050","34,925","33,900","3.88M","-0.07%"
"09/16/2022","34,325","34,900","34,900","33,925","7.91M","-1.65%"
"09/15/2022","34,900","35,000","36,200","34,825","11.84M","2.65%"
"09/14/2022","34,000","34,000","34,175","33,750","5.94M","-1.02%"
"09/13/2022","34,350","34,500","34,750","34,325","3.26M","-0.43%"
"09/12/2022","34,500","34,325","34,825","34,275","1.74M","0.58%"
"09/09/2022","34,300","34,400","34,500","34,050","3.47M","-0.29%"
"09/08/2022","34,400","35,025","35,500","34,400","3.54M","-1.92%"
"09/07/2022","35,075","35,425","35,425","34,700","3.81M","-1.20%"
"09/06/2022","35,500","34,850","35,925","34,550","8.00M","3.35%"
"09/05/2022","34,350","33,850","34,975","33,675","5.72M","1.33%"
"09/02/2022","33,900","33,300","33,950","33,300","5.08M","1.88%"
"09/01/2022","33,275","33,750","33,750","33,275","2.28M","-1.70%"
"08/31/2022","33,850","33,075","33,850","32,700","7.36M","1.58%"
"08/30/2022","33,325","33,000","33,825","32,750","4.46M","0.98%"
"08/29/2022","33,000","32,750","33,000","32,275","3.63M","-0.30%"
"08/26/2022","33,100","33,150","33,325","33,025","5.11M","0.46%"
"08/25/2022","32,950","32,850","33,000","32,450","3.77M","1.00%"
"08/24/2022","32,625","32,375","32,850","32,125","4.75M","1.56%"
"08/23/2022","32,125","31,350","32,375","31,350","5.08M","1.02%"
"08/22/2022","31,800","31,925","32,025","31,450","2.17M","0.47%"
"08/19/2022","31,650","31,925","32,100","31,650","2.92M","-1.09%"
"08/18/2022","32,000","31,925","32,175","31,725","4.15M","-1.23%"
"08/16/2022","32,400","32,600","32,775","32,025","3.51M","-0.31%"
"08/15/2022","32,500","31,700","32,675","31,675","2.70M","2.85%"
"08/12/2022","31,600","31,600","31,850","31,225","7.28M","-0.94%"
"08/11/2022","31,900","32,950","32,950","31,900","5.58M","-1.39%"
"08/10/2022","32,350","32,675","33,075","32,300","10.44M","-0.08%"
"08/09/2022","32,375","32,700","33,675","32,375","4.98M","-0.08%"
"08/08/2022","32,400","32,500","32,750","32,275","10.50M","-0.31%"
"08/05/2022","32,500","33,150","33,150","32,275","10.88M","-2.11%"
"08/04/2022","33,200","33,950","34,050","33,100","11.03M","-2.21%"
"08/03/2022","33,950","32,625","34,000","32,625","11.31M","3.27%"
"08/02/2022","32,875","32,400","33,000","32,325","6.45M","2.18%"
"08/01/2022","32,175","32,150","32,950","32,075","8.59M","-0.39%"
"07/29/2022","32,300","33,000","33,500","32,225","12.01M","3.19%"
"07/28/2022","31,300","31,425","31,475","30,725","7.46M","0.64%"
"07/27/2022","31,100","30,625","31,375","30,500","6.93M","1.63%"
"07/26/2022","30,600","30,625","30,675","30,375","2.28M","0.08%"
"07/25/2022","30,575","30,075","30,750","30,075","1.98M","1.66%"
"07/22/2022","30,075","30,000","30,225","29,850","4.45M","0.25%"
"07/21/2022","30,000","30,100","30,200","29,675","5.40M","-0.58%"
"07/20/2022","30,175","29,600","30,350","29,575","5.34M","3.69%"
"07/19/2022","29,100","28,825","29,325","28,600","6.37M","0.87%"
"07/18/2022","28,850","28,950","29,100","28,625","4.36M","-0.60%"
"07/15/2022","29,025","29,700","29,700","28,925","7.01M","-2.60%"
"07/14/2022","29,800","28,300","29,975","28,300","8.31M","5.39%"
"07/13/2022","28,275","27,750","28,450","27,600","10.87M","5.01%"
"07/12/2022","26,925","27,250","27,750","26,775","2.36M","-1.10%"
"07/11/2022","27,225","27,450","27,450","26,900","1.62M","-0.82%"
"07/08/2022","27,450","27,200","27,600","26,925","3.69M","2.52%"
"07/07/2022","26,775","26,775","26,925","26,350","2.76M","-0.09%"
"07/06/2022","26,800","27,875","27,875","26,375","4.89M","-4.20%"
"07/05/2022","27,975","26,875","28,175","26,875","6.29M","5.47%"
"07/04/2022","26,525","26,500","27,350","26,125","7.25M","0.09%"
"07/01/2022","26,500","28,400","28,600","26,425","9.05M","-6.69%"
"06/30/2022","28,400","28,400","28,750","28,200","7.61M","-0.44%"
"06/29/2022","28,525","29,700","29,700","28,500","7.16M","-4.28%"
"06/28/2022","29,800","29,400","29,875","29,300","5.08M","2.05%"
"06/27/2022","29,200","29,500","29,600","28,975","4.80M","-0.26%"
"06/24/2022","29,275","29,400","29,700","29,075","5.75M","0.00%"
"06/23/2022","29,275","29,450","29,450","28,650","5.87M","0.26%"
"06/22/2022","29,200","29,200","29,525","29,000","3.75M","0.17%"
"06/21/2022","29,150","29,500","29,725","28,825","7.17M","0.52%"
"06/20/2022","29,000","28,800","29,125","28,525","6.58M","0.69%"
"06/17/2022","28,800","29,525","29,550","28,800","9.26M","-4.00%"
"06/16/2022","30,000","30,100","30,900","29,950","8.65M","0.84%"
"06/15/2022","29,750","31,550","31,625","29,700","8.41M","-5.71%"
"06/14/2022","31,550","30,400","31,550","30,100","8.28M","2.85%"
"06/13/2022","30,675","32,025","32,025","30,175","7.22M","-4.74%"
"06/10/2022","32,200","32,400","32,700","32,000","4.53M","-0.62%"
"06/09/2022","32,400","33,050","33,075","32,275","4.54M","-1.97%"
"06/08/2022","33,050","33,275","33,300","32,775","6.16M","0.69%"
"06/07/2022","32,825","32,700","33,375","32,500","8.79M","2.02%"
"06/06/2022","32,175","32,600","32,700","31,825","5.68M","-1.30%"
"06/03/2022","32,600","32,450","32,725","31,600","8.41M","3.08%"
"06/02/2022","31,625","31,975","32,500","30,975","7.69M","1.04%"
"05/31/2022","31,300","30,500","31,975","30,300","14.87M","3.47%"
"05/30/2022","30,250","30,700","30,875","29,925","5.22M","-0.49%"
"05/27/2022","30,400","30,325","30,400","30,125","5.36M","0.75%"
"05/25/2022","30,175","30,225","30,800","29,750","4.92M","-0.41%"
"05/24/2022","30,300","29,650","30,325","29,625","5.23M","2.19%"
"05/23/2022","29,650","30,025","30,150","29,200","4.83M","-0.84%"
"05/20/2022","29,900","29,725","30,500","29,700","4.93M","-0.25%"
"05/19/2022","29,975","30,175","30,175","29,350","4.04M","-1.07%"
"05/18/2022","30,300","30,300","30,400","30,000","5.81M","0.75%"
"05/17/2022","30,075","30,250","30,775","29,825","5.47M","-0.50%"
"05/13/2022","30,225","29,300","30,325","29,300","7.49M","3.16%"
"05/12/2022","29,300","29,625","30,200","28,925","6.67M","-3.06%"
"05/11/2022","30,225","29,625","30,400","29,625","5.87M","2.03%"
"05/10/2022","29,625","28,750","29,925","28,025","7.28M","1.37%"
"05/09/2022","29,225","31,775","31,875","28,825","10.35M","-3.47%"
"04/28/2022","30,275","30,000","30,800","29,825","15.04M","4.76%"
"04/27/2022","28,900","28,850","29,100","28,750","4.68M","0.52%"
"04/26/2022","28,750","27,650","28,750","27,650","5.75M","4.07%"
"04/25/2022","27,625","28,200","28,200","27,325","3.75M","-2.39%"
"04/22/2022","28,300","28,125","28,700","27,825","6.01M","0.62%"
"04/21/2022","28,125","28,350","29,150","28,050","5.37M","-0.79%"
"04/20/2022","28,350","29,100","29,100","28,300","4.90M","-4.22%"
"04/19/2022","29,600","30,025","30,300","29,425","5.06M","-1.33%"
"04/18/2022","30,000","29,800","30,000","29,400","3.75M","0.67%"
"04/14/2022","29,800","29,500","30,000","29,300","7.34M","1.79%"
"04/13/2022","29,275","28,500","29,300","28,300","6.83M","4.74%"
"04/12/2022","27,950","28,450","28,675","27,800","5.67M","-1.76%"
"04/11/2022","28,450","28,700","29,125","28,225","4.17M","-0.52%"
"04/08/2022","28,600","27,350","29,000","27,350","11.72M","5.34%"
"04/07/2022","27,150","27,475","27,775","27,150","4.44M","-1.09%"
"04/06/2022","27,450","27,250","27,475","27,200","5.27M","0.92%"
"04/05/2022","27,200","26,800","27,200","26,550","5.35M","1.59%"
"04/04/2022","26,775","26,200","26,775","26,050","4.93M","3.28%"
"04/01/2022","25,925","25,775","26,425","25,475","5.30M","1.47%"
"03/31/2022","25,550","25,875","26,000","25,550","3.05M","-1.26%"
"03/30/2022","25,875","26,000","26,250","25,600","3.90M","-0.58%"
"03/29/2022","26,025","26,300","26,425","26,025","2.58M","-2.16%"
"03/28/2022","26,600","26,325","26,950","26,325","3.44M","1.04%"
"03/25/2022","26,325","26,600","26,950","26,200","5.24M","-1.03%"
"03/24/2022","26,600","26,225","27,250","26,200","8.74M","3.40%"
"03/23/2022","25,725","25,600","25,850","25,550","3.04M","0.68%"
"03/22/2022","25,550","25,350","25,700","25,225","3.16M","0.79%"
"03/21/2022","25,350","25,475","25,700","24,925","4.98M","-0.29%"
"03/18/2022","25,425","25,475","25,600","25,100","5.48M","0.69%"
"03/17/2022","25,250","25,225","25,725","25,125","6.57M","1.00%"
"03/16/2022","25,000","24,475","25,275","24,475","5.38M","2.15%"
"03/15/2022","24,475","24,850","25,175","24,400","8.07M","-1.51%"
"03/14/2022","24,850","26,700","26,700","24,850","8.46M","-6.93%"
"03/11/2022","26,700","25,625","26,900","25,600","3.71M","2.89%"
"03/10/2022","25,950","26,400","26,400","24,950","8.81M","-1.70%"
"03/09/2022","26,400","25,950","26,800","25,950","5.63M","2.72%"
"03/08/2022","25,700","27,400","27,750","25,700","9.13M","-6.03%"
"03/07/2022","27,350","27,100","27,650","27,100","8.49M","1.02%"
"03/04/2022","27,075","26,225","27,125","25,750","12.96M","6.07%"
"03/02/2022","25,525","25,200","26,250","25,175","10.21M","2.72%"
"03/01/2022","24,850","25,050","25,150","24,650","6.69M","-0.20%"
"02/25/2022","24,900","25,400","25,750","24,600","9.84M","-1.19%"
"02/24/2022","25,200","24,000","25,550","23,950","15.60M","5.00%"
"02/23/2022","24,000","23,500","24,000","23,200","4.13M","2.24%"
"02/22/2022","23,475","23,500","23,650","22,900","4.24M","-0.11%"
"02/21/2022","23,500","23,975","24,050","23,400","2.54M","-1.78%"
"02/18/2022","23,925","23,675","24,075","23,650","3.24M","0.84%"
"02/17/2022","23,725","23,850","24,025","23,500","1.86M","-0.32%"
"02/16/2022","23,800","24,175","24,225","23,800","3.25M","-1.55%"
"02/15/2022","24,175","23,500","24,200","23,500","5.05M","3.09%"
"02/14/2022","23,450","23,050","23,625","23,000","4.41M","1.74%"
"02/11/2022","23,050","22,775","23,050","22,600","2.95M","1.10%"
"02/10/2022","22,800","22,700","23,200","22,650","3.51M","0.55%"
"02/09/2022","22,675","22,425","22,950","22,400","5.52M","2.25%"
"02/08/2022","22,175","22,700","23,225","22,100","5.85M","-1.88%"
"02/07/2022","22,600","22,550","22,950","22,425","2.65M","0.44%"
"02/04/2022","22,500","22,825","22,825","22,375","2.26M","-1.42%"
"02/03/2022","22,825","22,725","22,925","22,250","2.14M","-0.44%"
"02/02/2022","22,925","23,075","23,075","22,650","1.87M","-0.86%"
"01/31/2022","23,125","23,475","23,500","23,125","1.99M","-0.54%"
"01/28/2022","23,250","23,250","23,350","23,100","1.75M","0.00%"
"01/27/2022","23,250","22,725","23,275","22,525","3.18M","2.09%"
"01/26/2022","22,775","23,175","23,425","22,750","4.08M","-1.62%"
"01/25/2022","23,150","23,400","23,450","23,000","2.67M","-1.07%"
"01/24/2022","23,400","23,650","23,650","23,225","2.37M","-0.43%"
"01/21/2022","23,500","22,850","23,500","22,725","2.13M","2.84%"
"01/20/2022","22,850","23,100","23,475","22,675","4.77M","-1.72%"
"01/19/2022","23,250","23,650","23,700","23,250","2.98M","-1.69%"
"01/18/2022","23,650","23,500","23,700","23,050","3.51M","0.64%"
"01/17/2022","23,500","23,550","23,900","23,425","4.94M","-0.11%"
"01/14/2022","23,525","22,575","23,550","22,475","7.37M","3.75%"
"01/13/2022","22,675","22,075","22,675","21,925","3.82M","2.60%"
"01/12/2022","22,100","22,000","22,275","21,750","2.18M","1.61%"
"01/11/2022","21,750","22,050","22,175","21,750","4.13M","-0.23%"
"01/10/2022","21,800","22,300","22,300","21,800","1.27M","-1.69%"
"01/07/2022","22,175","21,900","22,375","21,750","4.07M","2.07%"
"01/06/2022","21,725","21,850","21,950","21,450","2.72M","-1.03%"
"01/05/2022","21,950","21,925","22,450","21,725","3.22M","0.11%"
"01/04/2022","21,925","21,850","22,125","21,800","1.85M","0.46%"
"01/03/2022","21,825","21,900","22,125","21,750","2.71M","-1.47%"